Student_ID,Interests,Strengths,Skills,Marks,Personality,Goals,Budget,Suggested_Career,Recommended_Course,Scholarship_Option
754,Design,Leadership,Drawing,75,Introvert,Develop new skills,High,Designer,Graphic Design,Need-based Aid
755,Design,Leadership,Biology,83,Extrovert,Start a business,High,Doctor,Python Basics,Need-based Aid
756,Technology,Leadership,Drawing,68,Introvert,Get a good job,Medium,Designer,Math Foundations,Arts Talent Scholarship
757,Arts,Creativity,Physics,96,Introvert,Higher studies,Low,Doctor,Graphic Design,National Merit Scholarship
758,Design,Problem Solving,Python,52,Ambivert,Start a business,Low,Mechanical Engineer,Math Foundations,STEM Scholarship
759,Design,Problem Solving,Physics,53,Extrovert,Get a good job,Medium,Software Engineer,Business Management,STEM Scholarship
760,Maths,Communication,Java,88,Ambivert,Develop new skills,Low,Software Engineer,Python Basics,National Merit Scholarship
761,Maths,Logical Thinking,Drawing,78,Introvert,Get a good job,Medium,Doctor,Python Basics,STEM Scholarship
762,Medicine,Analysis,Java,77,Ambivert,Get a good job,Low,Teacher,Biology 101,Need-based Aid
763,Arts,Creativity,Physics,50,Ambivert,Higher studies,Medium,Software Engineer,Biology 101,STEM Scholarship
764,Sports,Creativity,Java,96,Extrovert,Develop new skills,High,Teacher,Graphic Design,National Merit Scholarship
765,Design,Problem Solving,Physics,68,Introvert,Get a good job,Medium,Teacher,Graphic Design,STEM Scholarship
766,Maths,Problem Solving,Biology,60,Ambivert,Higher studies,Medium,Data Analyst,Python Basics,National Merit Scholarship
767,Business,Logical Thinking,Physics,87,Extrovert,Develop new skills,Medium,Mechanical Engineer,Data Science Intro,Arts Talent Scholarship
768,Maths,Problem Solving,Python,89,Extrovert,Develop new skills,High,Mechanical Engineer,Data Science Intro,Need-based Aid
769,Design,Creativity,Python,53,Introvert,Start a business,Medium,Entrepreneur,Business Management,Need-based Aid
770,Design,Analysis,Biology,78,Introvert,Develop new skills,High,Data Analyst,Biology 101,National Merit Scholarship
771,Design,Communication,Physics,80,Ambivert,Start a business,High,Doctor,Business Management,National Merit Scholarship
772,Sports,Leadership,Java,63,Extrovert,Get a good job,Medium,Designer,Business Management,National Merit Scholarship
773,Sports,Communication,Biology,83,Introvert,Higher studies,Medium,Teacher,Data Science Intro,Need-based Aid
774,Maths,Leadership,Statistics,96,Introvert,Higher studies,High,Teacher,Business Management,STEM Scholarship
775,Sports,Analysis,Statistics,63,Extrovert,Get a good job,Low,Doctor,Graphic Design,National Merit Scholarship
776,Maths,Leadership,Statistics,51,Extrovert,Get a good job,High,Doctor,Graphic Design,STEM Scholarship
777,Arts,Problem Solving,Drawing,93,Introvert,Higher studies,Medium,Mechanical Engineer,Biology 101,Arts Talent Scholarship
778,Business,Leadership,Public Speaking,99,Extrovert,Start a business,Low,Mechanical Engineer,Graphic Design,Need-based Aid
779,Maths,Analysis,Physics,94,Ambivert,Start a business,Low,Doctor,Math Foundations,STEM Scholarship
780,Science,Communication,Public Speaking,76,Extrovert,Develop new skills,Low,Teacher,Data Science Intro,Need-based Aid
781,Medicine,Analysis,Statistics,88,Extrovert,Higher studies,Low,Mechanical Engineer,Data Science Intro,National Merit Scholarship
782,Sports,Problem Solving,Python,83,Extrovert,Higher studies,Low,Software Engineer,Math Foundations,Arts Talent Scholarship
783,Science,Problem Solving,Biology,84,Ambivert,Start a business,Medium,Teacher,Data Science Intro,Need-based Aid
784,Maths,Analysis,Drawing,53,Extrovert,Develop new skills,Low,Teacher,Data Science Intro,National Merit Scholarship
785,Technology,Problem Solving,Python,70,Extrovert,Get a good job,Low,Mechanical Engineer,Biology 101,STEM Scholarship
786,Arts,Logical Thinking,Physics,96,Extrovert,Get a good job,Low,Designer,Graphic Design,Arts Talent Scholarship
787,Sports,Communication,Python,86,Extrovert,Develop new skills,Low,Software Engineer,Math Foundations,Need-based Aid
788,Science,Leadership,Drawing,64,Extrovert,Develop new skills,Low,Data Analyst,Business Management,Need-based Aid
789,Sports,Logical Thinking,Python,57,Ambivert,Get a good job,Medium,Designer,Business Management,Need-based Aid
790,Arts,Analysis,Drawing,76,Extrovert,Start a business,High,Data Analyst,Python Basics,National Merit Scholarship
791,Maths,Creativity,Public Speaking,69,Ambivert,Develop new skills,High,Entrepreneur,Data Science Intro,STEM Scholarship
792,Design,Leadership,Physics,80,Extrovert,Develop new skills,High,Teacher,Business Management,National Merit Scholarship
793,Medicine,Communication,Public Speaking,55,Ambivert,Develop new skills,Medium,Teacher,Biology 101,STEM Scholarship
794,Maths,Creativity,Physics,76,Ambivert,Develop new skills,Low,Mechanical Engineer,Data Science Intro,National Merit Scholarship
795,Design,Analysis,Python,57,Extrovert,Get a good job,Low,Mechanical Engineer,Graphic Design,National Merit Scholarship
796,Arts,Logical Thinking,Physics,76,Introvert,Higher studies,Medium,Doctor,Graphic Design,STEM Scholarship
797,Design,Communication,Marketing,68,Introvert,Develop new skills,Low,Software Engineer,Business Management,Need-based Aid
798,Science,Communication,Marketing,93,Ambivert,Higher studies,High,Entrepreneur,Business Management,National Merit Scholarship
799,Business,Communication,Statistics,75,Ambivert,Start a business,Medium,Doctor,Data Science Intro,STEM Scholarship
800,Business,Leadership,Statistics,80,Introvert,Higher studies,Medium,Data Analyst,Graphic Design,National Merit Scholarship
801,Design,Communication,Statistics,86,Extrovert,Higher studies,High,Designer,Graphic Design,Arts Talent Scholarship
802,Technology,Logical Thinking,Biology,74,Ambivert,Start a business,High,Data Analyst,Data Science Intro,National Merit Scholarship
803,Maths,Communication,Python,98,Extrovert,Start a business,Low,Data Analyst,Graphic Design,Need-based Aid
804,Science,Creativity,Drawing,89,Extrovert,Develop new skills,Low,Mechanical Engineer,Math Foundations,Arts Talent Scholarship
805,Business,Analysis,Biology,67,Extrovert,Higher studies,Low,Teacher,Graphic Design,National Merit Scholarship
806,Maths,Analysis,Marketing,98,Ambivert,Start a business,High,Designer,Python Basics,National Merit Scholarship
807,Business,Leadership,Biology,95,Introvert,Develop new skills,Low,Data Analyst,Math Foundations,Need-based Aid
808,Technology,Creativity,Marketing,85,Introvert,Start a business,Medium,Mechanical Engineer,Business Management,Need-based Aid
809,Medicine,Creativity,Marketing,77,Ambivert,Start a business,High,Data Analyst,Biology 101,National Merit Scholarship
810,Medicine,Communication,Statistics,58,Introvert,Higher studies,Low,Designer,Python Basics,STEM Scholarship
811,Business,Analysis,Biology,77,Extrovert,Higher studies,Low,Software Engineer,Business Management,Arts Talent Scholarship
812,Business,Analysis,Biology,76,Ambivert,Higher studies,High,Doctor,Biology 101,Arts Talent Scholarship
813,Sports,Analysis,Public Speaking,87,Ambivert,Develop new skills,Medium,Entrepreneur,Business Management,Arts Talent Scholarship
814,Sports,Problem Solving,Python,93,Ambivert,Develop new skills,Low,Data Analyst,Business Management,National Merit Scholarship
815,Science,Analysis,Public Speaking,77,Ambivert,Develop new skills,High,Mechanical Engineer,Python Basics,Arts Talent Scholarship
816,Business,Communication,Python,50,Ambivert,Higher studies,Low,Mechanical Engineer,Graphic Design,STEM Scholarship
817,Maths,Creativity,Public Speaking,87,Introvert,Develop new skills,Low,Designer,Graphic Design,Arts Talent Scholarship
818,Science,Creativity,Public Speaking,54,Ambivert,Get a good job,Medium,Doctor,Math Foundations,National Merit Scholarship
819,Sports,Creativity,Marketing,81,Extrovert,Get a good job,Low,Doctor,Math Foundations,STEM Scholarship
820,Sports,Communication,Biology,52,Extrovert,Higher studies,High,Doctor,Graphic Design,Arts Talent Scholarship
821,Business,Problem Solving,Public Speaking,78,Ambivert,Start a business,Low,Data Analyst,Graphic Design,Need-based Aid
822,Sports,Communication,Statistics,62,Ambivert,Develop new skills,Low,Mechanical Engineer,Math Foundations,Need-based Aid
823,Technology,Logical Thinking,Marketing,58,Introvert,Get a good job,Low,Software Engineer,Data Science Intro,National Merit Scholarship
824,Science,Creativity,Marketing,86,Extrovert,Develop new skills,Medium,Designer,Python Basics,STEM Scholarship
825,Business,Logical Thinking,Biology,82,Ambivert,Develop new skills,Low,Software Engineer,Business Management,Arts Talent Scholarship
826,Arts,Analysis,Drawing,51,Ambivert,Start a business,Low,Designer,Data Science Intro,STEM Scholarship
827,Maths,Creativity,Physics,92,Ambivert,Higher studies,High,Entrepreneur,Math Foundations,STEM Scholarship
828,Business,Creativity,Drawing,91,Ambivert,Start a business,Low,Software Engineer,Business Management,STEM Scholarship
829,Technology,Creativity,Marketing,59,Introvert,Get a good job,Medium,Teacher,Biology 101,National Merit Scholarship
830,Technology,Logical Thinking,Drawing,55,Introvert,Develop new skills,High,Mechanical Engineer,Data Science Intro,National Merit Scholarship
831,Technology,Analysis,Biology,93,Ambivert,Get a good job,High,Data Analyst,Data Science Intro,STEM Scholarship
832,Maths,Communication,Python,94,Extrovert,Higher studies,Medium,Mechanical Engineer,Data Science Intro,National Merit Scholarship
833,Sports,Analysis,Drawing,78,Introvert,Higher studies,High,Mechanical Engineer,Python Basics,Need-based Aid
834,Arts,Problem Solving,Biology,83,Introvert,Get a good job,Medium,Designer,Graphic Design,National Merit Scholarship
835,Arts,Communication,Marketing,50,Ambivert,Start a business,High,Software Engineer,Graphic Design,Need-based Aid
836,Design,Communication,Public Speaking,64,Ambivert,Get a good job,Medium,Entrepreneur,Python Basics,Arts Talent Scholarship
837,Maths,Leadership,Physics,63,Ambivert,Higher studies,Low,Designer,Biology 101,Arts Talent Scholarship
838,Technology,Analysis,Python,90,Introvert,Start a business,Medium,Teacher,Business Management,STEM Scholarship
839,Business,Analysis,Drawing,97,Introvert,Higher studies,High,Teacher,Python Basics,Arts Talent Scholarship
840,Medicine,Logical Thinking,Java,72,Introvert,Higher studies,Medium,Doctor,Biology 101,Arts Talent Scholarship
841,Medicine,Problem Solving,Physics,96,Ambivert,Start a business,Low,Entrepreneur,Business Management,Need-based Aid
842,Arts,Creativity,Statistics,89,Introvert,Develop new skills,High,Designer,Business Management,Need-based Aid
843,Medicine,Communication,Public Speaking,82,Extrovert,Start a business,Medium,Software Engineer,Graphic Design,STEM Scholarship
844,Maths,Leadership,Physics,62,Extrovert,Get a good job,Low,Doctor,Python Basics,Arts Talent Scholarship
845,Technology,Analysis,Public Speaking,61,Extrovert,Get a good job,Medium,Designer,Biology 101,Need-based Aid
846,Sports,Communication,Marketing,72,Ambivert,Get a good job,Medium,Mechanical Engineer,Biology 101,Need-based Aid
847,Maths,Problem Solving,Java,71,Ambivert,Develop new skills,Low,Designer,Graphic Design,Need-based Aid
848,Science,Creativity,Marketing,96,Ambivert,Higher studies,Medium,Data Analyst,Data Science Intro,Arts Talent Scholarship
849,Arts,Leadership,Python,51,Ambivert,Start a business,Medium,Software Engineer,Business Management,STEM Scholarship
850,Science,Leadership,Physics,86,Introvert,Higher studies,Low,Data Analyst,Biology 101,Arts Talent Scholarship
851,Design,Leadership,Java,60,Introvert,Start a business,High,Doctor,Graphic Design,National Merit Scholarship
852,Sports,Problem Solving,Drawing,69,Extrovert,Higher studies,Low,Mechanical Engineer,Graphic Design,STEM Scholarship
853,Maths,Creativity,Java,73,Introvert,Get a good job,High,Entrepreneur,Python Basics,Arts Talent Scholarship
854,Arts,Leadership,Physics,69,Ambivert,Higher studies,High,Entrepreneur,Graphic Design,National Merit Scholarship
855,Science,Logical Thinking,Marketing,94,Ambivert,Get a good job,Low,Data Analyst,Biology 101,National Merit Scholarship
856,Arts,Communication,Marketing,63,Introvert,Start a business,Low,Software Engineer,Math Foundations,National Merit Scholarship
857,Medicine,Communication,Biology,87,Introvert,Develop new skills,Medium,Designer,Math Foundations,STEM Scholarship
858,Medicine,Logical Thinking,Biology,96,Ambivert,Start a business,High,Software Engineer,Business Management,Need-based Aid
859,Arts,Analysis,Biology,69,Extrovert,Start a business,High,Teacher,Business Management,Need-based Aid
860,Maths,Logical Thinking,Statistics,88,Ambivert,Get a good job,Low,Data Analyst,Math Foundations,National Merit Scholarship
861,Sports,Analysis,Statistics,78,Introvert,Get a good job,Low,Mechanical Engineer,Graphic Design,STEM Scholarship
862,Arts,Communication,Marketing,98,Extrovert,Higher studies,Low,Designer,Graphic Design,Arts Talent Scholarship
863,Design,Creativity,Physics,79,Extrovert,Develop new skills,High,Entrepreneur,Data Science Intro,STEM Scholarship
864,Technology,Analysis,Java,98,Extrovert,Develop new skills,High,Software Engineer,Biology 101,Arts Talent Scholarship
865,Science,Communication,Python,96,Extrovert,Develop new skills,Low,Mechanical Engineer,Python Basics,National Merit Scholarship
866,Design,Analysis,Biology,53,Introvert,Start a business,Low,Entrepreneur,Python Basics,Arts Talent Scholarship
867,Technology,Analysis,Statistics,54,Ambivert,Start a business,High,Entrepreneur,Biology 101,Arts Talent Scholarship
868,Design,Leadership,Statistics,100,Ambivert,Develop new skills,Medium,Mechanical Engineer,Business Management,Need-based Aid
869,Arts,Problem Solving,Physics,80,Extrovert,Higher studies,High,Software Engineer,Graphic Design,Need-based Aid
870,Technology,Creativity,Drawing,91,Extrovert,Develop new skills,High,Data Analyst,Business Management,STEM Scholarship
871,Medicine,Problem Solving,Java,53,Introvert,Develop new skills,High,Software Engineer,Python Basics,Arts Talent Scholarship
872,Medicine,Problem Solving,Python,68,Introvert,Start a business,Medium,Software Engineer,Business Management,STEM Scholarship
873,Maths,Logical Thinking,Java,96,Extrovert,Start a business,Low,Teacher,Data Science Intro,Need-based Aid
874,Arts,Leadership,Physics,89,Ambivert,Start a business,High,Software Engineer,Graphic Design,STEM Scholarship
875,Design,Creativity,Java,90,Extrovert,Start a business,Medium,Designer,Math Foundations,STEM Scholarship
876,Science,Problem Solving,Physics,68,Introvert,Develop new skills,Medium,Mechanical Engineer,Graphic Design,Arts Talent Scholarship
877,Sports,Communication,Public Speaking,69,Ambivert,Get a good job,Low,Designer,Graphic Design,Arts Talent Scholarship
878,Arts,Logical Thinking,Statistics,98,Introvert,Get a good job,High,Doctor,Business Management,National Merit Scholarship
879,Technology,Analysis,Marketing,80,Introvert,Develop new skills,High,Designer,Biology 101,National Merit Scholarship
880,Design,Communication,Physics,70,Ambivert,Develop new skills,Medium,Mechanical Engineer,Business Management,National Merit Scholarship
881,Business,Logical Thinking,Python,53,Ambivert,Start a business,High,Designer,Biology 101,STEM Scholarship
882,Science,Logical Thinking,Statistics,87,Ambivert,Start a business,High,Mechanical Engineer,Data Science Intro,Need-based Aid
883,Business,Problem Solving,Biology,82,Ambivert,Develop new skills,High,Data Analyst,Math Foundations,Arts Talent Scholarship
884,Technology,Analysis,Python,84,Extrovert,Start a business,Medium,Data Analyst,Graphic Design,Arts Talent Scholarship
885,Design,Leadership,Statistics,97,Extrovert,Start a business,Medium,Entrepreneur,Python Basics,Need-based Aid
886,Sports,Problem Solving,Drawing,76,Extrovert,Develop new skills,High,Software Engineer,Business Management,Need-based Aid
887,Arts,Logical Thinking,Public Speaking,52,Introvert,Start a business,Low,Software Engineer,Business Management,Arts Talent Scholarship
888,Arts,Analysis,Marketing,63,Ambivert,Develop new skills,Medium,Data Analyst,Graphic Design,Arts Talent Scholarship
889,Technology,Problem Solving,Python,97,Introvert,Develop new skills,Low,Teacher,Biology 101,STEM Scholarship
890,Maths,Problem Solving,Biology,96,Extrovert,Develop new skills,High,Entrepreneur,Biology 101,Arts Talent Scholarship
891,Design,Communication,Marketing,86,Ambivert,Get a good job,Low,Mechanical Engineer,Python Basics,STEM Scholarship
892,Business,Creativity,Statistics,88,Introvert,Get a good job,Low,Data Analyst,Graphic Design,Need-based Aid
893,Technology,Leadership,Biology,72,Ambivert,Develop new skills,Low,Doctor,Python Basics,National Merit Scholarship
894,Medicine,Problem Solving,Biology,88,Extrovert,Get a good job,Medium,Teacher,Python Basics,STEM Scholarship
895,Sports,Logical Thinking,Drawing,54,Introvert,Get a good job,Low,Software Engineer,Business Management,Arts Talent Scholarship
896,Design,Logical Thinking,Statistics,71,Ambivert,Higher studies,High,Teacher,Python Basics,Need-based Aid
897,Medicine,Logical Thinking,Physics,76,Extrovert,Start a business,Low,Entrepreneur,Data Science Intro,Need-based Aid
898,Sports,Creativity,Statistics,91,Extrovert,Develop new skills,Medium,Software Engineer,Graphic Design,STEM Scholarship
899,Sports,Leadership,Drawing,90,Introvert,Start a business,Medium,Data Analyst,Business Management,Arts Talent Scholarship
900,Arts,Creativity,Statistics,68,Extrovert,Get a good job,High,Designer,Business Management,National Merit Scholarship
901,Arts,Analysis,Drawing,54,Ambivert,Higher studies,Low,Data Analyst,Graphic Design,National Merit Scholarship
902,Medicine,Problem Solving,Biology,67,Extrovert,Start a business,High,Software Engineer,Data Science Intro,National Merit Scholarship
903,Medicine,Logical Thinking,Marketing,99,Extrovert,Develop new skills,High,Mechanical Engineer,Data Science Intro,STEM Scholarship
904,Technology,Leadership,Biology,71,Ambivert,Develop new skills,High,Teacher,Data Science Intro,National Merit Scholarship
905,Business,Logical Thinking,Statistics,55,Introvert,Develop new skills,Low,Data Analyst,Math Foundations,Need-based Aid
906,Design,Leadership,Drawing,72,Extrovert,Higher studies,Medium,Data Analyst,Math Foundations,Arts Talent Scholarship
907,Medicine,Problem Solving,Java,97,Introvert,Develop new skills,Low,Software Engineer,Business Management,Need-based Aid
908,Medicine,Problem Solving,Java,69,Introvert,Develop new skills,Medium,Data Analyst,Data Science Intro,Need-based Aid
909,Business,Problem Solving,Statistics,57,Introvert,Start a business,High,Data Analyst,Business Management,STEM Scholarship
910,Medicine,Communication,Physics,66,Ambivert,Develop new skills,Medium,Mechanical Engineer,Data Science Intro,National Merit Scholarship
911,Technology,Leadership,Marketing,66,Ambivert,Higher studies,Low,Data Analyst,Business Management,Need-based Aid
912,Arts,Communication,Java,61,Extrovert,Start a business,Medium,Mechanical Engineer,Biology 101,STEM Scholarship
913,Medicine,Creativity,Marketing,55,Introvert,Get a good job,High,Mechanical Engineer,Graphic Design,Arts Talent Scholarship
914,Medicine,Problem Solving,Statistics,85,Ambivert,Higher studies,High,Data Analyst,Python Basics,National Merit Scholarship
915,Business,Creativity,Physics,68,Extrovert,Get a good job,High,Mechanical Engineer,Graphic Design,National Merit Scholarship
916,Sports,Analysis,Statistics,56,Ambivert,Develop new skills,Medium,Doctor,Math Foundations,Need-based Aid
917,Sports,Creativity,Marketing,90,Extrovert,Develop new skills,High,Teacher,Math Foundations,Arts Talent Scholarship
918,Design,Leadership,Java,100,Extrovert,Get a good job,High,Teacher,Data Science Intro,STEM Scholarship
919,Sports,Communication,Marketing,69,Extrovert,Develop new skills,High,Doctor,Graphic Design,Arts Talent Scholarship
920,Design,Communication,Biology,69,Extrovert,Develop new skills,High,Software Engineer,Data Science Intro,Need-based Aid
921,Science,Logical Thinking,Java,54,Extrovert,Start a business,Low,Designer,Graphic Design,National Merit Scholarship
922,Sports,Analysis,Python,67,Introvert,Higher studies,Low,Doctor,Math Foundations,Need-based Aid
923,Science,Creativity,Statistics,61,Ambivert,Develop new skills,Low,Entrepreneur,Math Foundations,National Merit Scholarship
924,Technology,Creativity,Marketing,89,Extrovert,Develop new skills,Low,Software Engineer,Data Science Intro,STEM Scholarship
925,Sports,Communication,Public Speaking,71,Extrovert,Start a business,High,Designer,Data Science Intro,Arts Talent Scholarship
926,Sports,Problem Solving,Python,68,Extrovert,Start a business,High,Mechanical Engineer,Biology 101,STEM Scholarship
927,Design,Communication,Statistics,85,Introvert,Start a business,Low,Software Engineer,Business Management,STEM Scholarship
928,Maths,Problem Solving,Python,59,Ambivert,Higher studies,Medium,Teacher,Biology 101,National Merit Scholarship
929,Arts,Leadership,Java,74,Introvert,Higher studies,Low,Teacher,Graphic Design,Arts Talent Scholarship
930,Maths,Communication,Biology,90,Ambivert,Get a good job,Low,Data Analyst,Math Foundations,STEM Scholarship
931,Design,Analysis,Physics,86,Introvert,Higher studies,Low,Data Analyst,Python Basics,Arts Talent Scholarship
932,Business,Communication,Biology,97,Extrovert,Develop new skills,Low,Entrepreneur,Graphic Design,Need-based Aid
933,Business,Leadership,Physics,59,Extrovert,Get a good job,Medium,Designer,Business Management,STEM Scholarship
934,Maths,Analysis,Biology,72,Introvert,Start a business,Low,Mechanical Engineer,Data Science Intro,Need-based Aid
935,Business,Communication,Drawing,96,Ambivert,Get a good job,High,Data Analyst,Business Management,Arts Talent Scholarship
936,Sports,Creativity,Drawing,75,Extrovert,Get a good job,Medium,Software Engineer,Business Management,Arts Talent Scholarship
937,Business,Leadership,Public Speaking,95,Extrovert,Higher studies,High,Entrepreneur,Data Science Intro,National Merit Scholarship
938,Arts,Analysis,Public Speaking,72,Ambivert,Higher studies,Low,Entrepreneur,Biology 101,STEM Scholarship
939,Sports,Logical Thinking,Physics,86,Ambivert,Get a good job,High,Mechanical Engineer,Math Foundations,National Merit Scholarship
940,Medicine,Logical Thinking,Physics,97,Introvert,Start a business,Medium,Data Analyst,Business Management,STEM Scholarship
941,Science,Communication,Statistics,76,Extrovert,Get a good job,Low,Software Engineer,Biology 101,STEM Scholarship
942,Science,Problem Solving,Marketing,76,Introvert,Start a business,Medium,Entrepreneur,Biology 101,National Merit Scholarship
943,Science,Creativity,Java,95,Extrovert,Start a business,Medium,Teacher,Business Management,Arts Talent Scholarship
944,Technology,Problem Solving,Biology,80,Extrovert,Start a business,Low,Teacher,Math Foundations,STEM Scholarship
945,Design,Communication,Physics,50,Extrovert,Higher studies,Medium,Software Engineer,Python Basics,Arts Talent Scholarship
946,Medicine,Problem Solving,Public Speaking,79,Ambivert,Higher studies,High,Entrepreneur,Graphic Design,STEM Scholarship
947,Design,Analysis,Biology,55,Extrovert,Get a good job,Medium,Data Analyst,Graphic Design,Need-based Aid
948,Business,Communication,Java,63,Introvert,Higher studies,Low,Designer,Business Management,Arts Talent Scholarship
949,Design,Problem Solving,Marketing,86,Introvert,Start a business,Medium,Designer,Biology 101,National Merit Scholarship
950,Arts,Creativity,Public Speaking,89,Extrovert,Get a good job,Low,Data Analyst,Data Science Intro,STEM Scholarship
951,Medicine,Analysis,Biology,56,Extrovert,Start a business,High,Software Engineer,Math Foundations,Need-based Aid
952,Maths,Problem Solving,Drawing,59,Introvert,Start a business,Medium,Software Engineer,Math Foundations,National Merit Scholarship
953,Science,Problem Solving,Python,74,Introvert,Higher studies,High,Doctor,Business Management,STEM Scholarship
954,Business,Leadership,Drawing,92,Ambivert,Start a business,Low,Software Engineer,Graphic Design,Arts Talent Scholarship
955,Science,Creativity,Marketing,88,Extrovert,Start a business,High,Mechanical Engineer,Graphic Design,National Merit Scholarship
956,Arts,Creativity,Statistics,95,Introvert,Develop new skills,Low,Doctor,Math Foundations,STEM Scholarship
957,Sports,Communication,Python,50,Introvert,Develop new skills,High,Teacher,Python Basics,Need-based Aid
958,Design,Analysis,Java,83,Ambivert,Start a business,High,Data Analyst,Biology 101,Arts Talent Scholarship
959,Arts,Creativity,Biology,86,Ambivert,Higher studies,Low,Software Engineer,Biology 101,Need-based Aid
960,Maths,Analysis,Biology,84,Extrovert,Get a good job,Medium,Teacher,Data Science Intro,STEM Scholarship
961,Maths,Communication,Physics,58,Ambivert,Higher studies,High,Mechanical Engineer,Biology 101,Need-based Aid
962,Maths,Logical Thinking,Statistics,71,Extrovert,Develop new skills,Medium,Software Engineer,Biology 101,STEM Scholarship
963,Technology,Communication,Java,72,Introvert,Higher studies,High,Doctor,Python Basics,Need-based Aid
964,Arts,Problem Solving,Java,78,Introvert,Get a good job,High,Doctor,Biology 101,National Merit Scholarship
965,Sports,Leadership,Marketing,95,Ambivert,Develop new skills,High,Designer,Python Basics,Arts Talent Scholarship
966,Maths,Communication,Physics,73,Ambivert,Get a good job,High,Software Engineer,Graphic Design,STEM Scholarship
967,Sports,Analysis,Marketing,60,Introvert,Get a good job,Low,Entrepreneur,Python Basics,Arts Talent Scholarship
968,Technology,Analysis,Biology,85,Ambivert,Develop new skills,Low,Entrepreneur,Graphic Design,STEM Scholarship
969,Maths,Creativity,Marketing,52,Extrovert,Start a business,Medium,Mechanical Engineer,Data Science Intro,Need-based Aid
970,Technology,Communication,Public Speaking,63,Extrovert,Higher studies,Low,Mechanical Engineer,Biology 101,STEM Scholarship
971,Design,Creativity,Public Speaking,53,Extrovert,Higher studies,Low,Data Analyst,Business Management,Need-based Aid
972,Sports,Creativity,Java,88,Ambivert,Higher studies,High,Software Engineer,Biology 101,Arts Talent Scholarship
973,Design,Communication,Biology,90,Introvert,Develop new skills,Medium,Data Analyst,Math Foundations,STEM Scholarship
974,Design,Analysis,Statistics,67,Introvert,Start a business,Medium,Doctor,Graphic Design,Need-based Aid
975,Technology,Creativity,Java,54,Extrovert,Get a good job,Low,Software Engineer,Python Basics,STEM Scholarship
976,Arts,Problem Solving,Physics,62,Ambivert,Start a business,Low,Doctor,Math Foundations,STEM Scholarship
977,Science,Logical Thinking,Biology,86,Extrovert,Develop new skills,Medium,Entrepreneur,Data Science Intro,Need-based Aid
978,Design,Logical Thinking,Statistics,64,Extrovert,Get a good job,Medium,Doctor,Graphic Design,Arts Talent Scholarship
979,Arts,Problem Solving,Java,63,Introvert,Start a business,Low,Data Analyst,Math Foundations,National Merit Scholarship
980,Business,Analysis,Python,89,Introvert,Start a business,Low,Teacher,Python Basics,Need-based Aid
981,Technology,Creativity,Python,88,Introvert,Get a good job,High,Doctor,Biology 101,Arts Talent Scholarship
982,Business,Problem Solving,Marketing,96,Extrovert,Higher studies,Medium,Entrepreneur,Business Management,Arts Talent Scholarship
983,Technology,Leadership,Statistics,50,Extrovert,Get a good job,Medium,Designer,Math Foundations,STEM Scholarship
984,Design,Creativity,Physics,59,Introvert,Get a good job,High,Data Analyst,Math Foundations,National Merit Scholarship
985,Medicine,Analysis,Marketing,89,Extrovert,Start a business,Medium,Teacher,Data Science Intro,National Merit Scholarship
986,Business,Problem Solving,Statistics,75,Introvert,Develop new skills,Low,Data Analyst,Data Science Intro,Arts Talent Scholarship
987,Medicine,Communication,Drawing,83,Extrovert,Start a business,Medium,Data Analyst,Graphic Design,Need-based Aid
988,Technology,Analysis,Java,90,Extrovert,Higher studies,Low,Entrepreneur,Graphic Design,Arts Talent Scholarship
989,Design,Problem Solving,Physics,59,Ambivert,Get a good job,High,Data Analyst,Graphic Design,Arts Talent Scholarship
990,Design,Creativity,Marketing,77,Extrovert,Start a business,Low,Teacher,Math Foundations,Need-based Aid
991,Sports,Analysis,Marketing,73,Introvert,Higher studies,Low,Designer,Graphic Design,National Merit Scholarship
992,Design,Problem Solving,Drawing,78,Extrovert,Get a good job,High,Mechanical Engineer,Business Management,Need-based Aid
993,Sports,Creativity,Drawing,67,Ambivert,Get a good job,High,Mechanical Engineer,Business Management,Need-based Aid
994,Maths,Logical Thinking,Drawing,77,Extrovert,Start a business,Low,Mechanical Engineer,Python Basics,Need-based Aid
995,Maths,Logical Thinking,Java,56,Extrovert,Get a good job,Low,Doctor,Math Foundations,STEM Scholarship
996,Arts,Logical Thinking,Marketing,69,Ambivert,Higher studies,Low,Data Analyst,Data Science Intro,Arts Talent Scholarship
997,Sports,Communication,Marketing,52,Ambivert,Start a business,Low,Software Engineer,Biology 101,Need-based Aid
998,Medicine,Problem Solving,Marketing,66,Extrovert,Develop new skills,Low,Software Engineer,Business Management,Arts Talent Scholarship
999,Science,Problem Solving,Drawing,74,Introvert,Start a business,High,Entrepreneur,Graphic Design,National Merit Scholarship
1000,Sports,Problem Solving,Biology,82,Extrovert,Higher studies,Low,Data Analyst,Graphic Design,STEM Scholarship
